,date,type,year,avg_price,size,nb_sold
952,2017-12-10,organic,2017,1.54,extra_large,1.00E+03
953,2017-12-03,organic,2017,1.62,extra_large,1.11E+03
954,2017-11-26,organic,2017,1.72,extra_large,9.78E+02
955,2017-11-19,organic,2017,1.77,extra_large,8.34E+02
956,2017-11-12,organic,2017,1.81,extra_large,1.08E+03
957,2017-11-05,organic,2017,1.82,extra_large,1.06E+03
958,2017-10-29,organic,2017,1.84,extra_large,1.15E+03
959,2017-10-22,organic,2017,1.82,extra_large,1.31E+03
960,2017-10-15,organic,2017,1.85,extra_large,1.37E+03
961,2017-10-08,organic,2017,1.9,extra_large,1.23E+03
962,2017-10-01,organic,2017,1.95,extra_large,1.97E+03
963,2017-09-24,organic,2017,1.94,extra_large,1.18E+03
964,2017-09-17,organic,2017,2,extra_large,8.92E+02
965,2017-09-10,organic,2017,2.03,extra_large,9.41E+02
966,2017-09-03,organic,2017,2.06,extra_large,2.26E+03
967,2017-08-27,organic,2017,2.09,extra_large,2.12E+03
968,2017-08-20,organic,2017,1.96,extra_large,1.15E+03
969,2017-08-13,organic,2017,1.88,extra_large,1.41E+03
970,2017-08-06,organic,2017,1.83,extra_large,1.55E+03
971,2017-07-30,organic,2017,1.78,extra_large,2.14E+03
972,2017-07-23,organic,2017,1.76,extra_large,3.70E+03
973,2017-07-16,organic,2017,1.78,extra_large,4.77E+03
974,2017-07-09,organic,2017,1.71,extra_large,3.43E+03
975,2017-07-02,organic,2017,1.74,extra_large,3.39E+03
976,2017-06-25,organic,2017,1.77,extra_large,2.61E+03
977,2017-06-18,organic,2017,1.71,extra_large,2.14E+03
978,2017-06-11,organic,2017,1.56,extra_large,3.62E+03
979,2017-06-04,organic,2017,1.64,extra_large,2.87E+03
980,2017-05-28,organic,2017,1.69,extra_large,3.20E+03
981,2017-05-21,organic,2017,1.71,extra_large,4.32E+03
982,2017-05-14,organic,2017,1.55,extra_large,4.62E+03
983,2017-05-07,organic,2017,1.57,extra_large,4.16E+03
984,2017-04-30,organic,2017,1.68,extra_large,5.19E+03
985,2017-04-23,organic,2017,1.61,extra_large,3.25E+03
986,2017-04-16,organic,2017,1.49,extra_large,5.10E+03
987,2017-04-09,organic,2017,1.43,extra_large,8.97E+03
988,2017-04-02,organic,2017,1.42,extra_large,3.77E+03
989,2017-03-26,organic,2017,1.29,extra_large,3.89E+03
990,2017-03-19,organic,2017,1.5,extra_large,3.31E+03
991,2017-03-12,organic,2017,1.38,extra_large,3.19E+03
992,2017-03-05,organic,2017,1.16,extra_large,2.54E+03
993,2017-02-26,organic,2017,1.21,extra_large,3.75E+03
994,2017-02-19,organic,2017,1.31,extra_large,3.30E+03
995,2017-02-12,organic,2017,1.41,extra_large,3.49E+03
996,2017-02-05,organic,2017,1.36,extra_large,2.24E+03
997,2017-01-29,organic,2017,1.43,extra_large,3.53E+03
998,2017-01-22,organic,2017,1.37,extra_large,6.71E+03
999,2017-01-15,organic,2017,1.44,extra_large,8.75E+03
1000,2017-01-08,organic,2017,1.43,extra_large,8.70E+03
1001,2017-01-01,organic,2017,1.48,extra_large,4.43E+03
1002,2018-03-25,organic,2018,1.55,extra_large,1.07E+03
1003,2018-03-18,organic,2018,1.54,extra_large,1.05E+03
1004,2018-03-11,organic,2018,1.52,extra_large,1.40E+03
1005,2018-03-04,organic,2018,1.52,extra_large,1.23E+03
1006,2018-02-25,organic,2018,1.57,extra_large,1.06E+03
1007,2018-02-18,organic,2018,1.52,extra_large,1.91E+03
1008,2018-02-11,organic,2018,1.56,extra_large,1.84E+03
1009,2018-02-04,organic,2018,1.53,extra_large,1.70E+03
1010,2018-01-28,organic,2018,1.61,extra_large,1.27E+03
1011,2018-01-21,organic,2018,1.63,extra_large,1.49E+03
1012,2018-01-14,organic,2018,1.59,extra_large,1.58E+03
1013,2018-01-07,organic,2018,1.51,extra_large,1.29E+03
